Date,PIN,MAP,PEN,VAL,ADR,ASI,BAS,FLR,NAR,TSM,CPL,MER,ALT
3/23/2016,29,22.25,4.8,7.99,13.39,29.31,3.25,37.33,23.58,22.59,28.91,27.96,19.11
3/24/2016,29,22.25,4.8,8,13.37,29.31,3.28,37.33,23.52,22.58,28.9,27.88,19.09
3/25/2016,28.99,22.22,4.81,7.99,13.35,29.3,3.3,37.33,23.42,22.57,28.89,27.79,19.06
3/26/2016,28.99,22.31,4.81,7.99,13.34,29.3,3.32,37.35,23.43,22.55,28.88,27.76,19.03
3/27/2016,28.99,22.29,4.81,7.99,13.34,29.29,3.35,37.36,23.47,22.54,28.87,27.77,19.01
3/28/2016,28.98,22.21,4.81,7.98,13.33,29.28,3.37,37.3,23.45,22.54,28.86,28.08,18.98
3/29/2016,28.98,22.15,4.82,7.98,13.34,29.27,3.4,37.29,23.45,22.62,28.85,28.12,18.95
3/30/2016,28.98,22.12,4.82,7.98,13.33,29.26,3.42,37.3,23.43,22.61,28.84,28.22,18.92
3/31/2016,28.98,22.21,4.82,7.98,13.32,29.25,3.44,37.3,23.43,22.59,28.83,28.29,18.89
4/1/2016,28.97,22.16,4.82,7.97,13.32,29.25,3.47,37.26,23.43,22.58,28.82,28.4,18.86
4/2/2016,28.95,22.16,4.82,7.97,13.31,29.23,3.49,37.19,23.41,22.58,28.81,28.07,18.83
4/3/2016,28.96,22.21,4.82,7.97,13.3,29.23,3.52,37.25,23.4,22.57,28.8,28,18.82
4/4/2016,28.97,22.14,4.83,7.97,13.31,29.22,3.55,37.3,23.43,22.56,28.8,28.33,18.8
4/5/2016,28.96,22.09,4.84,7.97,13.31,29.22,3.57,37.31,23.45,22.56,28.79,28.11,18.78
4/6/2016,28.95,22.15,4.84,7.97,13.28,29.21,3.59,37.23,23.44,22.58,28.77,28.1,18.74
4/7/2016,28.95,22.13,4.84,7.97,13.28,29.2,3.62,37.2,23.45,22.57,28.77,28.21,18.72
4/8/2016,28.94,22.24,4.84,7.97,13.28,29.19,3.64,37.16,23.46,22.56,28.76,28.47,18.7
4/9/2016,28.95,22.2,4.85,7.97,13.28,29.18,3.67,37.16,23.46,22.55,28.75,28.25,18.68
4/10/2016,28.95,22.19,4.85,7.97,13.26,29.17,3.7,37.17,23.44,22.55,28.74,28.14,18.66
4/11/2016,28.96,22.17,4.86,7.97,13.25,29.16,3.72,37.2,23.45,22.55,28.74,28.37,18.65
4/12/2016,28.96,22.2,4.87,7.98,13.26,29.16,3.75,37.23,23.44,22.56,28.73,28.23,18.64
4/13/2016,28.96,22.19,4.87,7.98,13.25,29.15,3.77,37.19,23.4,,28.73,28.42,18.62
4/14/2016,28.95,22.16,4.88,7.98,13.25,29.14,3.8,37.2,23.39,,28.72,28.35,18.6
4/15/2016,28.95,22.14,4.89,7.99,13.25,29.14,3.83,37.21,23.39,,28.71,28.81,18.59
4/16/2016,28.94,22.15,4.9,7.99,13.26,29.13,3.85,37.23,23.38,,28.7,28.37,18.57
4/17/2016,28.94,22.18,4.91,8,13.26,29.12,3.87,37.27,23.42,,28.7,28.14,18.56
4/18/2016,28.93,22.12,4.92,8,13.25,29.11,,37.26,23.41,,28.69,28.4,18.54
4/19/2016,28.92,22.18,4.92,8,13.25,29.1,,37.23,23.4,,28.68,28.36,18.52
4/20/2016,28.91,22.23,4.93,8.01,13.26,29.09,,37.22,23.38,,28.67,28.67,18.5
4/21/2016,28.91,22.21,4.94,8.01,13.26,29.08,,37.26,23.38,,28.67,28.36,18.49
4/22/2016,28.91,22.2,4.95,8.01,13.25,29.08,,37.25,23.37,,28.66,28.35,18.48
4/23/2016,28.9,22.16,4.95,8.02,13.26,29.06,,37.21,23.35,,28.65,28.21,18.46
4/24/2016,28.89,22.17,4.97,8.02,13.27,29.06,,37.15,23.35,,28.64,28.11,18.45
4/25/2016,28.88,22.14,5.01,8.02,13.27,29.04,,37.11,23.34,,28.63,28.61,18.43
4/26/2016,28.89,22.09,5.02,8.04,13.24,29.03,,37.15,23.34,,28.64,28.11,18.43
4/27/2016,28.9,22.09,5.02,8.06,13.23,29.03,,37.37,23.42,,28.64,28.01,18.44
4/28/2016,,22.09,5.01,8.05,13.23,29.03,,37.36,23.41,,28.63,27.95,18.42
4/29/2016,,22.16,5.01,8.06,13.21,29.02,,37.32,23.36,,28.62,27.87,18.4
4/30/2016,,22.22,5.02,8.06,13.21,29.01,,37.31,23.34,,28.62,27.8,18.39
5/1/2016,,22.3,5.02,8.07,13.2,29,,37.31,23.36,,28.61,27.74,18.39
5/2/2016,,22.2,5.03,8.07,13.2,28.99,,37.33,23.37,,28.61,27.82,18.37
5/3/2016,28.85,22.13,5.03,8.08,13.2,28.99,,37.34,23.39,,28.6,28.01,18.35
5/4/2016,28.85,22.1,5.04,8.09,13.2,28.98,,37.32,23.41,,28.6,28,18.35
5/5/2016,28.85,22.09,5.04,8.09,13.2,28.97,,37.32,23.41,,28.59,28.11,18.34
5/6/2016,28.85,22.07,5.04,8.1,13.19,28.96,,37.3,23.42,,28.59,28.04,18.33
5/7/2016,28.85,22.09,5.05,8.1,13.2,28.95,,37.31,23.41,,28.58,27.95,18.32
5/8/2016,28.84,22.25,5.05,8.11,13.18,28.94,,37.2,23.37,,28.57,27.78,18.31
5/9/2016,28.84,22.22,5.07,8.12,13.18,28.93,4.3,37.19,23.35,,28.57,27.76,18.3
5/10/2016,28.85,22.25,5.08,8.13,13.18,28.92,4.3,37.23,23.34,,28.57,27.75,18.31
5/11/2016,28.85,22.12,5.08,8.13,13.17,28.91,4.32,37.23,23.35,,28.57,27.72,18.29
5/12/2016,28.83,22.13,5.08,8.14,13.17,28.91,4.33,37.25,23.35,,28.56,27.71,18.29
5/13/2016,28.83,22.14,5.09,8.15,13.17,28.9,4.35,37.29,23.35,,28.56,27.71,18.28
5/14/2016,28.83,22.17,5.09,8.15,13.17,28.89,4.36,37.28,23.36,,28.55,27.69,18.27
5/15/2016,28.83,22.2,5.09,8.14,13.16,28.87,4.37,37.18,23.31,,28.55,27.64,18.26
5/16/2016,28.8,22.13,5.1,8.15,13.16,28.86,4.39,37.19,23.31,,28.55,27.67,18.25
5/17/2016,28.81,22.2,5.11,8.15,13.16,28.86,4.41,37.25,23.32,,28.55,27.65,18.25
5/18/2016,28.81,22.26,5.11,8.15,13.16,28.88,4.42,37.3,23.34,,28.54,27.73,18.24
5/19/2016,28.81,22.31,5.12,8.16,13.16,28.86,4.44,37.33,23.36,,28.54,27.92,18.24
5/20/2016,28.81,22.33,5.12,8.16,13.16,28.83,4.45,37.33,23.36,,28.53,28.02,18.23
5/21/2016,28.81,22.4,5.13,8.16,13.16,28.82,4.47,37.34,23.34,,28.53,27.78,18.22
5/22/2016,28.78,22.44,5.13,8.16,13.15,28.83,4.47,37.36,23.32,,28.53,27.67,18.22
5/23/2016,28.81,22.34,5.14,8.17,13.16,28.82,4.5,37.43,23.34,,28.54,27.7,18.23
5/24/2016,28.81,22.35,5.15,8.17,13.16,28.77,4.51,37.45,23.35,,28.53,27.73,18.22
5/25/2016,28.81,22.42,5.15,8.17,13.15,28.75,4.52,37.39,23.32,,28.52,27.89,18.2
5/26/2016,28.8,22.48,5.15,8.17,13.15,28.75,4.53,37.31,23.29,,28.52,27.78,18.19
5/27/2016,28.8,22.42,5.15,8.18,13.15,28.77,4.55,37.26,23.28,,28.52,27.75,18.19
5/28/2016,28.8,22.34,5.15,8.18,13.15,28.77,4.56,37.3,23.3,,28.52,27.72,18.19
5/29/2016,28.8,22.28,5.16,8.18,13.15,28.75,4.57,37.29,23.28,,28.51,27.67,18.18
5/30/2016,28.8,22.32,5.15,8.18,13.15,28.75,4.58,37.24,23.25,,28.51,27.67,18.16
5/31/2016,28.8,22.42,5.15,8.19,13.15,28.78,4.58,37.22,23.23,,28.51,27.61,18.16
6/1/2016,28.8,22.33,5.15,8.19,13.14,28.77,4.59,37.22,23.19,,28.51,27.59,18.15
6/2/2016,28.72,22.31,5.15,8.19,13.14,28.77,4.59,37.21,23.14,,28.51,27.56,18.15
6/3/2016,28.72,22.33,5.14,8.2,13.14,28.77,4.58,37.2,23.12,,28.5,27.52,18.15
6/4/2016,28.72,22.35,5.13,8.19,13.14,28.76,4.54,37.21,23.11,,28.5,27.47,18.14
6/5/2016,28.72,22.61,5.12,8.17,13.14,28.75,4.5,37.18,23.07,,28.5,27.43,18.14
6/6/2016,28.72,22.46,5.1,8.17,13.14,28.75,4.47,37.21,23.07,,28.5,27.48,18.14
6/7/2016,28.72,22.44,5.1,8.16,13.15,28.74,4.43,37.31,23.09,,28.51,27.51,18.15
6/8/2016,28.72,22.52,5.07,8.16,13.14,28.69,4.39,37.37,23.09,,28.51,27.48,18.15
6/9/2016,28.72,22.48,5.05,8.15,13.14,28.65,4.37,37.38,23.09,,28.51,27.52,18.14
6/10/2016,28.72,22.51,5.01,8.14,13.14,28.64,4.35,37.36,23.06,,28.5,27.54,18.13
6/11/2016,28.72,22.56,4.98,8.14,13.15,28.63,4.34,37.43,23.07,,28.51,27.56,18.14
6/12/2016,28.72,22.45,4.96,8.14,13.15,28.61,4.33,37.49,23.06,,28.51,27.57,18.14
6/13/2016,28.72,22.43,4.93,8.13,13.14,28.57,4.32,37.47,23.05,,28.51,27.67,18.13
6/14/2016,28.72,22.4,4.89,8.13,13.14,28.56,4.31,37.43,23.01,,28.5,27.61,18.12
6/15/2016,28.72,22.45,4.87,8.15,13.15,28.57,4.31,37.42,22.98,,28.5,27.73,18.12
6/16/2016,28.72,22.54,4.85,8.12,13.14,28.57,4.31,37.39,22.96,,28.5,27.77,18.11
6/17/2016,28.72,22.65,4.83,8.11,13.14,28.57,4.31,37.33,22.93,,28.49,27.93,18.1
6/18/2016,28.72,22.57,4.82,8.11,13.14,28.59,4.31,37.35,22.92,,28.5,27.76,18.11
6/19/2016,28.72,22.57,4.81,8.11,13.14,28.58,4.32,37.36,22.93,,28.49,27.7,18.11
6/20/2016,28.72,22.55,4.8,8.11,13.14,28.56,4.32,37.33,22.92,,28.49,27.83,18.1
6/21/2016,28.72,22.51,4.79,8.11,13.14,28.56,4.33,37.36,22.94,,28.5,27.79,18.1
6/22/2016,28.72,22.79,4.78,8.1,13.14,28.54,4.34,37.37,22.94,,28.49,27.85,18.1
6/23/2016,28.71,22.68,4.78,8.11,13.14,28.54,4.34,37.38,22.93,,28.49,27.91,18.1
6/24/2016,28.71,22.66,4.78,8.1,13.14,28.53,4.36,37.37,22.94,,28.5,28.17,18.1
6/25/2016,28.71,22.76,4.77,8.11,13.16,28.52,4.37,37.43,22.95,,28.5,28.04,18.1
6/26/2016,28.71,22.64,4.78,8.11,13.15,28.5,4.38,37.45,22.96,,28.5,28.04,18.1
6/27/2016,28.7,22.52,4.78,8.11,13.15,28.48,4.4,37.48,22.98,,28.5,28.25,18.1
6/28/2016,28.68,22.57,4.78,8.11,13.14,28.47,4.41,37.48,22.99,,28.5,28.29,18.09
6/29/2016,28.66,22.69,4.78,8.11,13.14,28.46,4.42,37.44,22.98,,28.49,28.34,18.09
6/30/2016,28.66,22.62,4.78,8.11,13.15,28.47,4.43,37.43,22.98,,28.49,28.3,18.09
7/1/2016,28.65,22.56,4.78,8.11,13.15,28.47,4.45,37.44,22.99,,28.49,28.36,18.09
7/2/2016,28.66,22.53,4.79,8.11,13.15,28.46,4.46,37.44,22.99,,28.5,28.47,18.09
7/3/2016,28.65,22.47,4.8,8.11,13.14,28.45,4.47,37.44,22.99,,28.49,28.34,18.09
7/4/2016,28.64,22.42,4.8,8.12,13.14,28.45,4.49,37.4,22.98,,28.49,28.55,18.09
7/5/2016,28.64,22.4,4.81,8.12,13.14,28.45,4.5,37.41,22.98,,28.49,28.55,18.08
7/6/2016,28.62,22.39,4.81,8.12,13.14,28.44,4.52,37.42,22.98,,28.49,28.6,18.08
7/7/2016,28.64,22.33,4.83,8.13,13.15,28.46,4.53,37.5,23,,28.5,28.62,18.09
7/8/2016,28.65,22.47,4.85,8.13,13.15,28.43,4.54,37.5,23.02,,28.5,28.57,18.09
7/9/2016,28.63,22.54,4.84,8.12,13.14,28.41,4.55,37.45,22.98,,28.5,28.54,18.08
7/10/2016,28.61,22.53,4.84,8.12,13.14,28.42,4.56,37.37,22.94,,28.49,28.42,18.07
7/11/2016,28.61,22.49,4.85,8.13,13.14,28.44,4.58,37.34,22.92,,28.49,28.33,18.07
7/12/2016,28.62,22.51,4.85,8.14,13.15,28.45,4.59,37.36,22.93,,28.5,28.67,18.07
7/13/2016,28.62,22.63,4.86,8.14,13.14,28.45,4.6,37.39,22.92,,28.5,28.8,18.08
7/14/2016,28.62,22.62,4.86,8.14,13.13,28.43,4.61,37.37,22.93,,28.5,28.84,18.08
7/15/2016,28.62,22.56,4.87,8.14,13.13,28.43,4.62,37.36,22.93,,28.5,28.88,18.08
7/16/2016,28.6,22.61,4.88,8.16,13.13,28.44,4.64,37.48,22.96,,28.51,28.76,18.09
7/17/2016,28.63,22.58,4.89,8.16,13.13,28.43,4.65,37.59,23.01,,28.52,28.7,18.1
7/18/2016,28.63,22.54,4.9,8.16,13.12,28.37,4.66,37.57,23.02,,28.52,28.62,18.09
7/19/2016,28.62,22.61,4.91,8.17,13.12,28.36,4.67,37.55,23,,28.52,28.76,18.09
7/20/2016,28.61,22.63,4.9,8.17,13.12,28.35,4.68,37.56,22.99,,28.52,28.81,18.09
7/21/2016,28.63,22.61,4.91,8.17,13.12,28.35,4.69,37.55,22.99,,28.52,28.96,18.08
7/22/2016,28.62,22.68,4.92,8.18,13.13,28.34,4.7,37.58,23,,28.53,29.22,18.08
7/23/2016,28.6,22.69,4.92,8.19,13.12,28.33,4.71,37.56,23,,28.52,28.79,18.08
7/24/2016,28.6,22.6,4.93,8.19,13.13,28.33,4.73,37.56,22.98,,28.53,28.63,18.09
7/25/2016,28.6,22.56,4.93,8.2,13.12,28.33,4.74,37.55,22.97,,28.53,29.03,18.09
7/26/2016,28.59,22.64,4.94,8.2,13.12,28.32,4.75,37.49,22.96,,28.53,28.8,18.08
7/27/2016,28.58,22.78,4.95,8.22,13.12,28.33,4.76,37.53,22.97,,28.53,28.93,18.09
7/28/2016,28.59,22.72,4.96,8.22,13.13,28.32,4.78,37.56,22.98,,28.54,28.93,18.09
7/29/2016,28.6,22.93,4.97,8.23,13.11,28.29,4.79,37.54,22.98,,28.54,28.92,18.1
7/30/2016,28.6,22.82,4.98,8.23,13.11,28.28,4.8,37.52,23,,28.54,28.64,18.1
7/31/2016,28.59,22.81,4.98,8.23,13.11,28.27,4.81,37.53,22.99,,28.54,28.52,18.1
8/1/2016,28.59,22.73,4.99,8.25,13.14,28.27,4.83,37.53,22.98,,28.54,29.06,18.11
8/2/2016,28.6,22.79,5.06,8.26,13.15,28.27,4.84,37.54,23,,28.55,29.1,18.11
8/3/2016,28.6,22.8,5.08,8.26,13.14,28.26,4.85,37.56,23.01,,28.56,29.17,18.11
8/4/2016,28.59,22.84,5.09,8.27,13.13,28.24,4.87,37.53,23.01,,28.56,29.41,18.11
8/5/2016,28.58,22.85,5.09,8.27,13.13,28.24,4.88,37.5,22.97,,28.55,29.35,18.12
8/6/2016,28.58,22.82,5.09,8.28,13.12,28.25,4.9,37.49,22.95,,28.56,29.08,18.12
8/7/2016,28.58,22.78,5.09,8.28,13.13,28.26,4.91,37.52,22.95,,28.56,28.92,18.12
8/8/2016,28.57,22.75,5.1,8.29,13.13,28.26,4.92,37.48,22.95,,28.56,28.77,18.12
8/9/2016,28.58,22.77,5.1,8.3,13.13,28.26,4.94,37.6,22.97,,28.57,,18.13
8/10/2016,28.6,23.05,5.11,8.31,13.12,28.23,4.96,37.62,22.98,,28.57,,18.14
8/11/2016,28.59,22.9,5.11,8.31,13.12,28.21,4.97,37.63,22.99,,28.58,,18.14
8/12/2016,28.59,22.83,5.12,8.33,13.12,28.2,4.98,37.62,23,,28.57,,18.14
8/13/2016,28.57,22.94,5.12,8.32,13.11,28.19,4.99,37.53,22.97,,28.57,,18.13
8/14/2016,28.56,23.12,5.12,8.32,13.1,28.22,5.01,37.48,22.94,,28.57,,18.14
8/15/2016,28.56,23.02,5.12,8.33,13.11,28.24,5.02,37.44,22.93,,28.57,,18.13
8/16/2016,28.57,22.89,5.13,8.33,13.12,28.25,5.04,37.51,22.95,22.93,28.58,,18.15
8/17/2016,28.56,23.07,5.14,8.35,13.11,28.23,5.05,37.52,22.95,22.94,28.58,,18.15
8/18/2016,28.56,23.02,5.14,8.35,13.11,28.23,5.07,37.55,22.97,22.93,28.59,,18.16
8/19/2016,28.56,22.96,5.15,8.35,13.1,28.21,5.08,37.58,22.98,22.92,28.59,,18.16
8/20/2016,28.55,22.98,5.15,8.36,13.1,28.2,5.09,37.53,22.96,22.92,28.59,,18.16
8/21/2016,28.58,22.98,5.17,8.38,13.11,28.22,5.12,37.78,23.05,22.97,28.61,,18.2
8/22/2016,28.6,22.91,5.17,8.37,13.1,28.18,5.12,37.8,23.07,22.97,28.62,,18.2
8/23/2016,28.57,23.14,5.17,8.38,13.09,28.12,5.13,37.73,23.05,22.97,28.61,,18.19
8/24/2016,28.57,23.05,5.17,8.38,13.09,28.13,5.14,37.69,23.04,22.97,28.61,,18.19
8/25/2016,28.56,23.16,5.18,8.39,13.1,28.13,5.16,37.68,23.03,22.97,28.61,,18.2
8/26/2016,28.56,22.98,5.19,8.4,13.11,28.14,5.17,37.68,23.02,22.97,28.61,,18.2
8/27/2016,28.55,22.88,5.19,8.4,13.09,28.15,5.18,37.65,23.02,22.97,28.61,,18.2
8/28/2016,28.55,22.82,5.19,8.4,13.1,28.15,5.19,37.63,23,22.98,28.61,,18.2
8/29/2016,28.56,22.82,5.2,8.42,13.1,28.16,5.2,37.68,23.02,22.99,28.62,,18.22
8/30/2016,28.57,23.05,5.2,8.42,13.08,28.15,5.22,37.73,23.04,22.99,28.63,,18.23
8/31/2016,28.57,23.1,5.21,8.42,13.09,28.12,5.22,37.73,23.04,22.99,28.63,,18.23
9/1/2016,28.57,23.2,5.22,8.43,13.08,28.12,5.23,37.78,23.06,23.01,28.64,,18.24
9/2/2016,28.56,23.04,5.22,8.43,13.08,28.1,5.23,37.77,23.07,23.03,28.64,,18.24
9/3/2016,28.56,22.97,5.23,8.43,13.08,28.09,5.24,37.79,23.06,23.04,28.64,,18.24
9/4/2016,28.56,22.99,5.23,8.44,13.07,28.08,5.24,37.83,23.07,23.02,28.65,,18.25
9/5/2016,28.56,23.14,5.23,8.44,13.07,28.07,5.24,37.81,23.07,23.02,28.64,,18.25
9/6/2016,28.57,22.91,5.24,8.45,13.07,28.07,5.24,37.85,23.08,23.02,28.65,,18.27
9/7/2016,28.56,22.82,5.24,8.45,13.07,28.06,5.23,37.85,23.09,23.02,28.65,,18.27
9/8/2016,28.55,22.78,5.24,8.45,13.07,28.05,5.22,37.83,23.07,23.04,28.66,,18.27
9/9/2016,28.55,22.74,5.24,8.46,13.06,28.06,5.22,37.82,23.07,23.06,28.66,,18.27
9/10/2016,28.56,22.78,5.25,8.46,13.06,28.05,5.23,37.84,23.08,23.07,28.67,,18.28
9/11/2016,28.55,22.82,5.24,8.45,13.07,28.03,5.23,37.78,23.06,23.08,28.66,,18.27
9/12/2016,28.52,22.78,5.24,8.45,13.07,28.04,5.23,37.68,23.01,23.07,28.65,,18.27
9/13/2016,28.53,22.76,5.25,8.47,13.07,28.08,5.24,37.68,22.98,23.07,28.66,,18.28
9/14/2016,28.54,22.79,5.26,8.47,13.07,28.01,5.25,37.83,23.07,23.09,28.67,,18.3
9/15/2016,28.56,22.86,5.26,8.47,13.07,28.02,5.25,37.86,23.07,23.1,28.67,,18.31
9/16/2016,28.56,22.83,5.26,8.47,13.07,28.01,5.26,37.86,23.04,23.1,28.68,,18.31
9/17/2016,28.55,23.17,5.27,8.47,13.07,28.01,5.26,37.82,23.04,23.09,28.68,,18.31
9/18/2016,28.56,23.03,5.27,8.48,13.09,28,5.27,37.83,23.03,23.1,28.68,,18.32
9/19/2016,28.56,23.22,5.28,8.51,13.09,27.99,5.27,37.91,23.06,23.12,28.69,,18.33
9/20/2016,28.57,23.09,5.28,8.5,13.09,27.99,5.28,37.92,23.06,23.12,28.69,,18.34
9/21/2016,28.57,23.11,5.3,8.49,13.1,27.99,5.28,37.95,23.08,23.14,28.7,,18.35
9/22/2016,28.56,22.98,5.3,8.49,13.1,27.98,5.29,37.93,23.08,23.16,28.7,,18.35
9/23/2016,28.56,23.13,5.3,8.51,13.12,27.97,5.29,37.96,23.08,23.16,28.7,,18.35
9/24/2016,28.58,23.05,5.3,8.51,13.1,27.97,5.3,37.93,23.07,23.17,28.7,,18.36
9/25/2016,28.57,23.09,5.31,8.5,13.1,27.96,5.3,37.93,23.06,23.16,28.71,,18.36
9/26/2016,28.57,22.9,5.32,8.51,13.1,27.96,5.31,37.93,23.07,23.17,28.71,,18.37
9/27/2016,28.57,22.85,5.32,8.53,13.12,27.96,5.32,37.97,23.08,23.17,28.72,,18.38
9/28/2016,28.57,22.84,5.33,8.52,13.11,27.95,5.32,37.96,23.08,23.18,28.72,,18.38
9/29/2016,28.57,22.88,5.34,8.52,13.13,27.95,5.33,37.9,23.07,23.24,28.72,,18.38
9/30/2016,28.56,22.91,5.34,8.52,13.14,27.94,5.34,37.94,23.06,23.24,28.73,,18.38
10/1/2016,28.59,22.98,5.34,8.54,13.15,27.94,5.35,38.01,23.1,23.22,28.74,,18.41
10/2/2016,28.59,23.2,5.35,8.53,13.14,27.94,5.36,38.04,23.11,23.2,28.74,,18.41
10/3/2016,28.57,23.12,5.36,8.53,13.15,27.93,5.36,37.96,23.09,23.2,28.73,,18.4
10/4/2016,28.56,23.2,5.36,8.53,13.15,27.92,5.37,37.95,23.08,23.23,28.74,,18.41
10/5/2016,28.57,23.17,5.37,8.53,13.15,27.92,5.38,37.96,23.08,23.26,28.74,,18.41
10/6/2016,28.54,23.14,5.38,8.54,13.15,27.91,5.38,37.92,23.05,23.27,28.73,,18.4
10/7/2016,28.57,23.45,5.39,8.55,13.17,27.9,5.39,37.99,23.06,23.27,28.75,,18.43
10/8/2016,28.58,23.49,5.4,8.56,13.17,27.91,5.4,38.06,23.09,23.26,28.76,,18.44
10/9/2016,28.6,23.11,5.4,8.56,13.18,27.9,5.42,38.07,23.11,23.25,28.77,,18.45
10/10/2016,28.61,23.02,5.41,8.56,13.19,27.9,5.42,38.1,23.13,23.25,28.77,,18.46
10/11/2016,28.61,22.96,5.42,8.58,13.19,27.9,5.43,38.09,23.12,23.25,28.77,,18.45
10/12/2016,28.59,22.92,5.43,8.58,13.19,27.89,5.44,38.03,23.11,23.27,28.77,,18.46
10/13/2016,28.6,22.95,5.44,8.58,13.2,27.88,5.45,38.06,23.12,23.27,28.78,,18.48
10/14/2016,28.6,23.26,5.45,8.58,13.2,27.88,5.46,38.11,23.14,23.3,28.79,,18.49
10/15/2016,28.58,23.13,5.45,8.58,13.18,27.88,5.47,38.1,23.14,23.29,28.79,,18.48
10/16/2016,28.55,23.17,5.45,8.58,13.18,27.88,5.48,38.02,23.11,23.28,28.78,,18.48
10/17/2016,28.55,23.07,5.46,8.59,13.2,27.86,5.49,38.05,23.11,23.28,28.79,,18.49
10/18/2016,28.59,23.59,5.47,8.6,13.2,27.86,5.5,38.06,23.12,23.29,28.8,,18.5
10/19/2016,28.57,23.25,5.48,8.6,13.2,27.86,5.5,38.06,23.11,23.32,28.8,,18.49
10/20/2016,28.58,23.16,5.49,8.61,13.2,27.85,5.52,38.07,23.11,23.35,28.8,,18.5
10/21/2016,28.6,23.14,5.5,8.61,13.2,27.85,5.53,38.15,23.15,23.38,28.81,,18.52
10/22/2016,28.6,23.04,5.5,8.61,13.2,27.85,5.54,38.16,23.16,23.35,28.82,,18.53
10/23/2016,28.6,23.05,5.51,8.62,13.2,27.85,5.54,38.19,23.18,23.36,28.82,,18.54
10/24/2016,28.58,22.97,5.51,8.62,13.21,27.85,5.55,38.17,23.16,23.36,28.82,,18.53
10/25/2016,28.57,23.01,5.52,8.62,13.2,27.84,5.56,38.17,23.16,23.36,28.82,,18.54
10/26/2016,28.56,22.95,5.52,8.63,13.2,27.84,5.57,38.13,23.16,23.38,28.82,,18.53
10/27/2016,28.57,23.54,5.53,8.64,13.19,27.82,5.58,38.14,23.16,23.4,28.83,,18.55
10/28/2016,28.59,23.65,5.54,8.65,13.2,27.83,5.59,38.25,23.2,23.4,28.84,,18.57
10/29/2016,28.61,,5.55,8.65,13.2,27.83,5.59,38.31,23.23,23.41,28.85,,18.58
10/30/2016,28.6,23.22,5.55,8.65,13.19,27.83,5.6,38.26,23.23,23.42,28.85,,18.58
10/31/2016,28.59,23.03,5.55,8.66,13.2,27.82,5.6,38.21,23.2,23.42,28.85,,18.57
11/1/2016,28.59,22.95,5.55,8.66,13.2,27.81,5.61,38.19,23.19,23.44,28.86,,18.59
11/2/2016,28.58,22.94,5.56,8.67,13.2,27.81,5.62,38.25,23.21,23.45,28.87,,18.59
11/3/2016,28.62,22.9,5.57,8.68,13.21,27.81,5.63,38.36,23.26,23.48,28.88,,18.62
11/4/2016,28.62,22.86,5.57,8.68,13.21,27.82,5.64,38.41,23.28,23.44,28.89,,18.62
11/5/2016,28.61,22.91,5.58,8.68,13.22,27.81,5.64,38.36,23.29,23.43,28.89,,18.61
11/6/2016,28.6,22.87,5.58,8.68,13.22,27.8,5.65,38.31,23.27,23.46,28.89,,18.61
11/7/2016,28.58,22.81,5.58,8.69,13.22,27.79,5.65,38.27,23.25,23.48,28.9,,18.62
11/8/2016,28.57,22.89,5.59,8.7,13.23,27.79,5.66,38.25,23.23,23.48,28.9,,18.62
11/9/2016,28.57,22.94,5.6,8.71,13.22,27.78,5.67,38.23,23.22,23.49,28.9,,18.62
11/10/2016,28.58,22.89,5.6,8.71,13.24,27.78,5.68,38.29,23.23,23.49,28.91,,18.64
11/11/2016,28.59,22.89,5.6,8.72,13.24,27.78,5.69,38.27,23.23,23.5,28.92,,18.64
11/12/2016,28.61,23.08,5.62,8.72,13.24,27.78,5.69,38.33,23.25,23.5,28.93,,18.65
11/13/2016,28.61,22.94,5.62,8.72,13.23,27.78,5.7,38.32,23.26,23.52,28.93,,18.65
11/14/2016,28.56,23.07,5.62,8.72,13.23,27.77,5.7,38.25,23.24,23.51,28.93,,18.64
11/15/2016,28.56,22.91,5.62,8.73,13.23,27.76,5.71,38.25,23.21,23.52,28.94,,18.65
11/16/2016,28.56,22.84,5.63,8.74,13.23,27.76,5.72,38.25,23.22,23.54,28.95,,18.67
11/17/2016,28.57,22.8,5.64,8.75,13.25,27.76,5.73,38.3,23.25,23.54,28.96,,18.69
11/18/2016,28.57,22.77,5.64,8.75,13.26,27.76,5.74,38.41,23.29,23.53,28.97,,18.69
11/19/2016,28.59,23.01,5.66,8.76,13.26,27.76,5.75,38.46,23.31,23.51,28.97,,18.71
11/20/2016,28.58,22.91,5.66,8.76,13.26,27.76,5.76,38.45,23.32,23.51,28.98,,18.71
11/21/2016,28.57,22.86,5.66,8.77,13.27,27.75,5.77,38.42,23.31,23.53,28.98,,18.71
11/22/2016,28.57,22.8,5.67,8.77,13.28,27.75,5.77,38.43,23.3,23.52,28.99,29.88,18.72
11/23/2016,28.57,22.8,5.67,8.78,13.29,27.74,5.78,38.41,23.3,23.54,28.99,29.53,18.73
11/24/2016,28.58,22.74,5.68,8.79,13.29,27.74,5.8,38.48,23.33,23.55,29.01,29.48,18.74
11/25/2016,28.59,22.7,5.69,8.8,13.3,27.74,5.81,38.54,23.36,23.52,29.01,29.68,18.75
11/26/2016,28.6,22.7,5.69,8.8,13.3,27.74,5.82,38.56,23.36,23.51,29.02,29.46,18.76
11/27/2016,28.59,22.77,5.7,8.8,13.3,27.73,5.82,38.55,23.37,23.51,29.02,29.39,18.76
