Date,PIN,MAP,PEN,VAL,ADR,ASI,BAS,FLR,NAR,TSM,CPL,MER,ALT
11/23/2010,26.99,,5.84,,,,,,,,,,
11/24/2010,27.01,,5.84,9.51,,,,,,,,,
11/25/2010,27.05,,5.84,9.51,,,,,,,,,
11/26/2010,27.08,,5.84,9.52,,,,,,,,,
11/27/2010,27.1,,5.85,9.52,,29.85,,,,,,,
11/28/2010,27.11,,5.85,9.52,,29.83,,,,,,,
11/29/2010,27.13,,5.86,9.52,,29.83,,,,,,,
11/30/2010,27.15,,5.86,9.52,,29.83,,,,,,,
12/1/2010,27.16,,5.86,9.53,,29.82,,,,,,,
12/2/2010,27.18,,5.86,9.53,,29.82,,,,,,,
12/3/2010,27.19,,5.87,9.53,,29.82,,,,,,,
12/4/2010,27.21,,5.86,9.53,12.75,29.82,,,,,,,
12/5/2010,27.21,,5.86,9.53,12.74,29.81,,,,,,,
12/6/2010,27.22,,5.86,9.53,12.75,29.81,,,,,,,
12/7/2010,27.22,,5.86,9.52,12.75,29.81,,,,,,,
12/8/2010,27.23,,5.85,9.52,12.77,29.82,,,,,,,
12/9/2010,27.23,,5.85,9.52,12.76,29.83,,,,,,,
12/10/2010,27.26,,5.86,9.53,12.78,29.84,,,,,,,
12/11/2010,27.28,,5.86,9.53,12.78,29.82,,,,,,,
12/12/2010,27.27,,5.86,9.53,12.78,29.83,,,,,,,
12/13/2010,27.24,,5.87,9.53,12.78,29.84,,,,,,,
12/14/2010,27.27,,5.87,9.53,12.78,29.88,,,,,,,
12/15/2010,27.3,,5.87,9.53,12.78,29.83,,,,,,,
12/16/2010,27.32,,5.87,9.53,12.79,29.8,,,,,,,
12/17/2010,27.33,,5.88,9.53,12.79,29.79,,,,,,,
12/18/2010,27.33,,5.88,9.53,12.8,29.8,,,,,,,
12/19/2010,27.33,,5.88,9.53,12.8,29.8,,,,,,,
12/20/2010,27.35,,5.88,9.53,12.81,29.79,,,,,,,
12/21/2010,27.36,,5.88,9.53,12.81,29.78,,,,,,,
12/22/2010,27.36,,5.88,9.52,12.81,29.77,,,,,,,
12/23/2010,27.33,,5.88,9.52,12.81,29.78,,,,,,,
12/24/2010,27.33,,5.89,9.52,12.82,29.8,,,,,,,
12/25/2010,27.35,,5.89,9.51,12.82,29.8,,,,,,,
12/26/2010,27.35,,5.89,9.51,12.82,29.8,,,,,,,
12/27/2010,27.35,,5.89,9.49,12.84,29.81,,,,,,,
12/28/2010,27.35,,5.89,9.49,12.85,29.81,,,,,,,
12/29/2010,27.34,,5.89,9.47,12.84,29.81,,,,,,,
12/30/2010,27.35,,5.9,9.47,12.85,29.82,,,,,,,
12/31/2010,27.37,,5.9,9.47,12.85,29.82,,,,,,,
1/1/2011,27.38,,5.9,9.46,12.85,29.81,,,,,,,
1/2/2011,27.38,,5.91,9.46,12.85,29.81,,,,,,,
1/3/2011,27.37,,5.91,9.45,12.85,29.82,,,,,,,
1/4/2011,27.37,,5.92,9.45,12.87,29.84,,,,,,,
1/5/2011,27.41,,5.92,9.45,12.86,29.83,,,,,,,
1/6/2011,27.42,,5.92,9.43,12.86,29.79,,,,,,,
1/7/2011,27.43,,5.93,9.41,12.87,29.78,,,,,,,
1/8/2011,27.43,,5.93,9.4,12.87,29.78,,,,,,,
1/9/2011,27.4,,5.93,9.38,12.87,29.78,,,,,,,
1/10/2011,27.37,,5.92,9.37,12.87,29.79,,,,,,,
1/11/2011,27.34,,5.91,9.36,12.87,29.81,,,,,,,
1/12/2011,27.35,,5.89,9.36,12.87,29.83,,,,,,,
1/13/2011,27.36,,5.86,9.35,12.87,29.83,,,,,,,
1/14/2011,27.38,,5.82,9.34,12.87,29.82,,,,,,,
1/15/2011,27.37,,5.78,9.33,12.87,29.8,,,,,,,
1/16/2011,27.38,,5.75,9.32,12.85,29.79,,,,,,,
1/17/2011,27.41,,5.73,9.32,12.85,29.8,,,,,,,
1/18/2011,27.41,,5.68,9.31,12.84,29.78,,,,,,,
1/19/2011,27.4,,5.65,9.3,12.83,29.79,,,,,,,
1/20/2011,27.41,,5.61,9.27,12.82,29.79,,,,,,,
1/21/2011,27.41,,5.58,9.24,12.82,29.8,,,,,,,
1/22/2011,27.43,,5.55,9.23,12.82,29.79,,,,,,,
1/23/2011,27.45,,5.51,9.22,12.82,29.78,,,,,,,
1/24/2011,27.45,,5.47,9.22,12.81,29.76,,,,,,,
1/25/2011,27.44,,5.44,9.21,12.82,29.75,,,,,,,
1/26/2011,27.44,,5.4,9.2,12.8,29.77,,,,,,,
1/27/2011,27.45,,5.37,9.2,12.79,29.77,,,,,,,
1/28/2011,27.45,,5.34,9.19,12.78,29.77,,,,,,,
1/29/2011,27.47,,5.32,9.19,12.77,29.77,,,,,,,
1/30/2011,27.48,,5.3,9.17,12.76,29.75,,,,,,,
1/31/2011,27.46,,5.28,9.17,12.75,29.74,,,,,,,
2/1/2011,27.47,,5.27,9.16,12.74,29.76,,,,,,,
2/2/2011,27.46,,5.25,9.15,12.72,29.75,,,,,,,
2/3/2011,27.46,,5.25,9.14,12.71,29.76,,,,,,,
2/4/2011,27.47,,5.21,9.13,12.7,29.76,,,,,,,
2/5/2011,27.47,,5.19,9.13,12.68,29.77,,,,,,,
2/6/2011,27.48,,5.16,9.12,12.67,29.78,,,,,,,
2/7/2011,27.5,,5.14,9.11,12.66,29.77,,,,,,,
2/8/2011,27.5,,5.12,9.1,12.65,29.76,,,,,,,
2/9/2011,27.48,,5.11,9.09,12.64,29.75,,,,,,,
2/10/2011,27.47,,5.09,9.09,12.63,29.77,,,,,,,
2/11/2011,27.49,,5.08,9.08,12.62,29.79,,,,,,,
2/12/2011,27.49,,5.07,9.07,12.61,29.77,,,,,,,
2/13/2011,27.48,,5.06,9.07,12.6,29.76,,,,,,,
2/14/2011,27.49,,5.05,9.06,12.59,29.77,,,,,,,
2/15/2011,27.5,,5.05,9.05,12.58,29.77,,,,,,,
2/16/2011,27.5,,5.02,9.05,12.59,29.77,,,,,,,
2/17/2011,27.5,,4.99,9.04,12.58,29.76,,,,,,,
2/18/2011,27.51,,4.97,9.03,12.56,29.75,,,,,,,
2/19/2011,27.5,,4.95,9.03,12.55,29.75,,,,,,,
2/20/2011,27.5,,4.92,9.03,12.54,29.75,,,,,,,
2/21/2011,27.5,,4.9,9.02,12.53,29.76,,,,,,,
2/22/2011,27.5,,4.89,8.9,12.52,29.74,,,,,,,
2/23/2011,27.36,,4.87,8.89,12.5,29.73,,,,,,,
2/24/2011,27.36,,4.85,8.89,12.49,29.73,,,,,,,
2/25/2011,27.39,,4.84,8.88,12.48,29.73,,,,,,,
2/26/2011,27.39,,4.82,8.88,12.47,29.73,,,,,,,
2/27/2011,27.38,,4.81,8.87,12.45,29.73,,,,,,,
2/28/2011,27.38,,4.81,8.87,12.44,29.73,,,,,,,
3/1/2011,27.38,,4.8,8.86,12.43,29.73,,,,,,,
3/2/2011,27.38,,4.8,8.86,12.42,29.73,,,,,,,
3/3/2011,27.39,,4.78,8.85,12.41,29.74,,,,,,,
3/4/2011,27.38,,4.76,8.85,12.4,29.73,,,,,,,
3/5/2011,27.36,,4.75,8.84,12.39,29.73,,,,,,,
3/6/2011,27.34,,4.73,8.83,12.38,29.73,,,,,,,
3/7/2011,27.33,,4.71,8.82,12.37,29.73,,,,,,,
3/8/2011,27.34,,4.68,8.81,12.35,29.74,,,,,,,
3/9/2011,27.33,,4.63,8.7,12.34,29.73,,,,,,,
3/10/2011,27.33,,4.59,8.64,12.33,29.73,,,,,,,
3/11/2011,27.33,,4.54,8.59,12.31,29.73,,,,,,,
3/12/2011,27.32,,4.51,8.55,12.3,29.73,,,,,,,
3/13/2011,27.3,,4.47,8.51,12.29,29.73,,,,,,,
3/14/2011,27.29,,4.44,8.49,12.28,29.73,,,,,,,
3/15/2011,27.34,,4.4,8.49,12.26,29.73,,,,,,,
3/16/2011,27.36,,4.38,8.47,12.24,29.74,,,,,,,
3/17/2011,27.35,,4.36,8.46,12.23,29.73,,,,,,,
3/18/2011,27.34,,4.35,8.45,12.21,29.73,,,,,,,
3/19/2011,27.33,,4.34,8.44,12.19,29.73,,,,,,,
3/20/2011,27.35,,4.33,8.44,12.17,29.73,,,,,,,
3/21/2011,27.34,,4.33,8.43,12.15,29.73,,,,,,,
3/22/2011,27.34,,4.33,8.42,12.14,29.73,,,,,,,
3/23/2011,27.35,,4.33,8.42,12.12,29.73,,,,,,,
3/24/2011,27.35,,4.34,8.41,12.09,29.73,,,,,,,
3/25/2011,27.33,,4.34,8.4,12.07,29.74,,,,,,,
3/26/2011,27.33,,4.34,8.39,12.04,29.73,,,,,,,
3/27/2011,27.33,,4.35,8.38,12.02,29.73,,,,,,,
3/28/2011,27.34,,4.37,8.37,12,29.73,,,,,,,
3/29/2011,27.34,,4.38,8.37,11.97,29.74,,,,,,,
3/30/2011,27.33,,4.39,8.36,11.94,29.74,,,,,,,
3/31/2011,27.32,,4.4,8.35,11.91,29.73,,,,,,,
4/1/2011,27.32,,4.41,8.35,11.88,29.73,,,,,,,
4/2/2011,27.33,,4.43,8.34,11.85,29.73,,,,,,,
4/3/2011,27.32,,4.44,8.33,11.83,29.73,,,,,,,
4/4/2011,27.3,,4.45,8.32,11.8,29.73,,,,,,,
4/5/2011,27.31,,4.46,8.32,11.77,29.73,,,,,,,
4/6/2011,27.32,,4.48,8.32,11.74,29.73,,,,,,,
4/7/2011,27.32,,4.49,8.32,11.7,29.74,,,,,,,
4/8/2011,27.33,,4.5,8.31,11.67,29.73,,,,,,,
4/9/2011,27.33,,4.51,8.31,11.64,29.74,,,,,,,
4/10/2011,27.31,,4.52,8.3,11.61,29.73,,,,,,,
4/11/2011,27.31,,4.53,8.3,11.58,29.73,,,,,,,
4/12/2011,27.28,,4.54,8.29,11.56,29.73,,,,,,,
4/13/2011,,,4.55,8.29,11.53,29.73,,,,,,,
4/14/2011,,,4.56,8.29,11.51,29.73,,,,,,,
4/15/2011,,,4.57,8.28,11.48,29.73,,,,,,,
4/16/2011,,,4.58,8.29,11.46,29.73,,,,,,,
4/17/2011,,,4.59,8.28,11.44,29.73,,,,,,,
4/18/2011,,,4.6,8.29,11.41,29.73,,,,,,,
4/19/2011,,,4.61,8.27,11.39,29.74,,,,,,,
4/20/2011,,,4.62,8.27,11.36,29.74,,,,,,,
4/21/2011,,,4.63,8.27,11.35,29.73,,,,,,,
4/22/2011,,,4.64,8.26,11.33,29.73,,,,,,,
4/23/2011,,,4.65,8.27,11.31,29.73,,,,,,,
4/24/2011,,,4.66,8.26,11.28,29.73,,,,,,,
4/25/2011,,,4.68,8.27,11.26,29.73,,,,,,,
4/26/2011,,,4.69,,11.24,29.74,,,,,,,
4/27/2011,,,4.7,8.26,11.22,29.73,,,,,,,
4/28/2011,,,4.71,,11.19,29.73,,,,,,,
4/29/2011,,,4.71,8.26,11.17,29.73,,,,,,,
4/30/2011,,,4.72,8.26,11.15,29.73,,,,,,,
5/1/2011,,,4.74,,11.13,29.73,,,,,,,
5/2/2011,,,4.75,,11.12,29.73,,,,,,,
5/3/2011,,,4.75,,11.1,29.74,,,,,,,
5/4/2011,,,4.76,,11.08,29.73,,,,,,,
5/5/2011,,,4.77,8.27,11.07,29.73,,,,,,,
5/6/2011,,,4.78,8.28,11.05,29.73,,,,,,,
5/7/2011,,,4.79,8.29,11.04,29.73,,,,,,,
5/8/2011,,,4.8,,11.02,29.73,,,,,,,
5/9/2011,,,4.81,,11.01,29.73,,,,,,,
5/10/2011,,,4.82,,10.99,29.73,,,,,,,
5/11/2011,,,4.83,,10.98,29.73,,,,,,,
5/12/2011,,,4.84,,10.97,29.73,,,,,,,
5/13/2011,,,4.85,,10.96,29.73,,,,,,,
5/14/2011,,,4.86,,10.94,29.73,,,,,,,
5/15/2011,,,4.87,,10.93,29.73,,,,,,,
5/16/2011,,,4.88,,10.92,29.73,,,,,,,
5/17/2011,,,4.89,,10.91,29.73,,,,,,,
5/18/2011,,,4.9,,10.9,29.73,,,,,,,
5/19/2011,,,4.91,,10.9,29.73,,,,,,,
5/20/2011,,,4.92,,10.89,29.73,,,,,,,
5/21/2011,,,4.94,,10.89,29.73,,,,,,,
5/22/2011,,,4.95,,10.88,29.73,,,,,,,
5/23/2011,,,4.95,,10.87,29.73,,,,,,,
5/24/2011,,,4.96,,10.86,29.73,,,,,,,
5/25/2011,,,4.97,,10.86,29.73,,,,,,,
5/26/2011,,,4.98,,10.85,29.73,,,,,,,
5/27/2011,,,4.99,,10.84,29.73,,,,,,,
5/28/2011,,,5,,10.83,29.73,,,,,,,
5/29/2011,,,5.01,,10.82,29.73,,,,,,,
5/30/2011,,,5.02,,10.81,29.73,,,,,,,
5/31/2011,,,5.03,,10.8,29.73,,,,,,,
6/1/2011,,,5.04,,10.8,29.73,,,,,,,
6/2/2011,,,5.05,,10.8,29.73,,,,,,,
6/3/2011,,,5.06,,10.79,29.73,,,,,,,
6/4/2011,,,5.07,,10.79,29.73,,,,,,,
6/5/2011,,,5.08,,10.78,29.73,,,,,,,
6/6/2011,,,5.08,,10.78,29.72,,,,,,,
6/7/2011,,,5.09,,10.78,29.72,,,,,,,
6/8/2011,,,5.1,,10.79,29.72,,,,,,,
6/9/2011,,,5.11,,10.78,29.73,,,,,,,
6/10/2011,,,5.12,,10.78,29.72,,,,,,,
6/11/2011,,,5.13,,10.77,29.73,,,,,,,
6/12/2011,,,5.13,,10.77,29.73,,,,,,,
6/13/2011,,,5.14,,10.77,29.72,,,,,,,
6/14/2011,,,5.15,,10.77,29.73,,,,,,,
6/15/2011,,,5.16,,10.77,29.73,,,,,,,
6/16/2011,,,5.17,,10.77,29.73,,,,,,,
6/17/2011,,,5.17,,10.76,29.73,,,,,,,
6/18/2011,,,5.18,,10.77,29.73,,,,,,,
6/19/2011,,,5.19,,10.77,29.72,,,,,,,
6/20/2011,,,5.19,,10.77,29.72,,,,,,,
6/21/2011,,,5.2,,10.77,29.72,,,,,,,
6/22/2011,,,5.21,,10.78,29.72,,,,,,,
6/23/2011,,,5.21,,10.78,29.73,,,,,,,
6/24/2011,,,5.22,,10.78,29.72,,,,,,,
6/25/2011,,,5.23,,10.78,29.72,,,,,,,
6/26/2011,,,5.24,,10.78,29.72,,,,,,,
6/27/2011,,,5.24,,10.78,29.72,,,,,,,
6/28/2011,,,5.25,,10.78,29.72,,,,,,,
6/29/2011,,,5.25,,10.77,29.72,,,,,,,
6/30/2011,27.31,,5.26,,10.78,29.72,,,,,,,
7/1/2011,27.32,,5.27,,10.79,29.72,,,,,,,
7/2/2011,27.35,,5.27,,10.79,29.73,,,,,,,
7/3/2011,27.33,,5.28,,10.79,29.72,,,,,,,
7/4/2011,27.33,,5.29,,10.8,29.73,,,,,,,
7/5/2011,27.34,,5.3,,10.81,29.72,,,,,,,
7/6/2011,27.38,,5.3,,10.81,29.72,,,,,,,
7/7/2011,27.35,,5.31,,10.81,29.72,,,,,,,
7/8/2011,27.34,,5.32,,10.81,29.72,,,,,,,
7/9/2011,27.32,,5.32,,10.81,29.72,,,,,,,
7/10/2011,27.32,,5.33,,10.81,29.72,,,,,,,
7/11/2011,27.32,,5.33,,10.82,29.72,,,,,,,
7/12/2011,27.32,,5.34,,10.84,29.72,,,,,,,
7/13/2011,27.37,,5.35,,10.83,29.72,,,,,,,
7/14/2011,27.38,,5.35,,10.82,29.72,,,,,,,
7/15/2011,27.4,,5.36,,10.84,29.72,,,,,,,
7/16/2011,27.42,,5.37,,10.85,29.72,,,,,,,
7/17/2011,27.43,,5.37,,10.84,29.72,,,,,,,
7/18/2011,27.42,,5.38,,10.86,29.72,,,,,,,
7/19/2011,27.44,,5.39,,10.88,29.72,,,,,,,
7/20/2011,27.45,,5.4,,10.86,29.72,,,,,,,
7/21/2011,27.45,,5.4,,10.88,29.72,,,,,,,
7/22/2011,27.47,,5.42,,10.89,29.72,,,,,,,
7/23/2011,27.48,,5.43,,10.89,29.73,,,,,,,
7/24/2011,27.49,,5.43,,10.9,29.72,,,,,,,
7/25/2011,27.43,,5.44,,10.9,29.72,,,,,,,
7/26/2011,27.45,,5.44,,10.91,29.72,,,,,,,
7/27/2011,27.45,,5.45,,10.91,29.72,,,,,,,
7/28/2011,27.43,,5.45,8.76,10.91,29.72,,,,,,,
7/29/2011,27.42,,5.46,8.78,10.91,29.72,,,,,,,
7/30/2011,27.39,,5.47,8.79,10.92,29.71,,,,,,,
7/31/2011,27.36,,5.47,8.79,10.93,29.72,,,,,,,
8/1/2011,27.33,,5.48,8.8,10.94,29.72,,,,,,,
8/2/2011,27.35,,5.49,8.81,10.95,29.72,,,,,,,
8/3/2011,27.46,,5.5,8.82,10.96,29.72,,,,,,,
8/4/2011,27.5,,5.51,8.82,10.96,29.73,,,,,,,
8/5/2011,27.48,,5.51,8.82,10.96,29.72,,,,,,,
8/6/2011,27.46,,5.51,8.83,10.97,29.72,,,,,,,
8/7/2011,27.43,,5.52,8.84,10.98,29.73,,,,,,,
8/8/2011,27.39,,5.53,8.84,10.99,29.72,,,,,,,
8/9/2011,27.36,,5.53,8.85,10.99,29.72,,,,,,,
8/10/2011,27.37,,5.54,8.86,11,29.72,,,,,,,
8/11/2011,27.37,,5.55,8.86,11,29.72,,,,,,,
8/12/2011,27.37,,5.55,8.87,11.01,29.72,,,,,,,
8/13/2011,27.37,,5.56,8.88,11.01,29.72,,,,,,,
8/14/2011,27.37,,5.57,8.89,11.03,29.72,,,,,,,
8/15/2011,27.38,,5.57,8.89,11.03,29.73,,,,,,,
8/16/2011,27.44,,5.58,8.9,11.03,29.72,,,,,,,
8/17/2011,27.46,,5.58,8.9,11.05,29.72,,,,,,,
8/18/2011,27.46,,5.58,8.91,11.05,29.72,,,,,,,
8/19/2011,27.39,,5.58,8.91,11.06,29.72,,,,,,,
8/20/2011,27.41,,5.6,8.93,11.08,29.72,,,,,,,
8/21/2011,27.43,,5.61,8.93,11.08,29.73,,,,,,,
8/22/2011,27.4,,5.61,8.94,11.08,29.73,,,,,,,
8/23/2011,27.41,,5.61,8.95,11.09,29.73,,,,,,,
8/24/2011,27.43,,5.62,8.95,11.09,29.73,,,,,,,
8/25/2011,27.44,,5.62,8.96,11.1,29.72,,,,,,,
8/26/2011,27.42,,5.63,8.96,11.11,29.73,,,,,,,
8/27/2011,27.41,,5.63,8.97,11.12,29.72,,,,,,,
8/28/2011,27.41,,5.64,8.98,11.13,29.73,,,,,,,
8/29/2011,27.4,,5.64,8.98,11.13,29.72,,,,,,,
8/30/2011,27.4,,5.65,8.99,11.13,29.72,,,,,,,
8/31/2011,27.45,,5.67,9,11.14,29.72,,,,,,,
9/1/2011,27.45,,5.67,9.01,11.14,29.73,,,,,,,
9/2/2011,27.45,,5.67,9.01,11.15,29.73,,,,,,,
9/3/2011,27.43,,5.68,9.02,11.15,29.73,,,,,,,
9/4/2011,27.42,,5.68,9.02,11.15,29.73,,,,,,,
9/5/2011,27.42,,5.69,9.03,11.16,29.72,,,,,,,
9/6/2011,27.41,,5.69,9.04,11.17,29.73,,,,,,,
9/7/2011,27.41,,5.7,9.04,11.19,29.73,,,,,,,
9/8/2011,27.41,,5.7,9.04,11.19,29.73,,,,,,,
9/9/2011,27.42,,5.72,9.06,11.2,29.72,,,,,,,
9/10/2011,27.44,,5.72,9.07,11.2,29.73,,,,,,,
9/11/2011,27.45,,5.73,9.07,11.22,29.73,,,,,,,
9/12/2011,27.45,,5.73,9.08,11.22,29.73,,,,,,,
9/13/2011,27.5,,5.73,9.08,11.24,29.73,,,,,,,
9/14/2011,27.53,,5.74,9.09,11.24,29.73,,,,,,,
9/15/2011,27.56,,5.75,9.1,11.24,29.73,,,,,,,
9/16/2011,27.56,,5.75,9.1,11.25,29.72,,,,,,,
9/17/2011,27.56,,5.76,9.11,11.26,29.73,,,,,,,
9/18/2011,27.56,,5.76,9.12,11.27,29.73,,,,,,,
9/19/2011,27.56,,5.77,9.12,11.28,29.73,,,,,,,
9/20/2011,27.56,,5.77,9.13,11.28,29.73,,,,,,,
9/21/2011,27.53,,5.78,9.14,11.29,29.72,,,,,,,
9/22/2011,27.56,,5.78,9.14,11.31,29.73,,,,,,,
9/23/2011,27.55,,5.79,9.15,11.32,29.73,,,,,,,
9/24/2011,27.57,,5.8,9.16,11.32,29.73,,,,,,,
9/25/2011,27.57,,5.8,9.16,11.32,29.74,,,,,,,
9/26/2011,27.57,,5.81,9.17,11.33,29.73,,,,,,,
9/27/2011,27.57,,5.81,9.17,11.34,29.73,,,,,,,
9/28/2011,27.57,,5.81,9.18,11.35,29.73,,,,,,,
9/29/2011,27.57,,5.82,9.19,11.34,29.73,,,,,,,
9/30/2011,27.59,,5.82,9.19,11.35,29.73,,,,,,,
10/1/2011,27.59,,5.83,9.2,11.35,29.72,,,,,,,
10/2/2011,27.59,,5.84,9.21,11.36,29.73,,,,,,,
10/3/2011,27.6,,5.84,9.22,11.37,29.73,,,,,,,
10/4/2011,27.6,,5.85,9.22,11.38,29.73,,,,,,,
10/5/2011,27.61,,5.86,9.23,11.39,29.73,,,,,,,
10/6/2011,27.61,,5.86,9.24,11.39,29.73,,,,,,,
10/7/2011,27.63,,5.87,9.24,11.4,29.73,,,,,,,
10/8/2011,27.63,,5.87,9.25,11.4,29.73,,,,,,,
10/9/2011,27.6,,5.88,9.25,11.4,29.73,,,,,,,
10/10/2011,27.58,,5.89,9.26,11.41,29.73,,,,,,,
10/11/2011,27.59,,5.89,9.27,11.42,29.73,,,,,,,
10/12/2011,27.6,,5.9,9.27,11.43,29.73,,,,,,,
10/13/2011,27.59,,5.9,9.28,11.43,29.73,,,,,,,
10/14/2011,27.57,,5.91,9.29,11.43,29.73,,,,,,,
10/15/2011,27.53,,5.91,9.29,11.43,29.74,,,,,,,
10/16/2011,27.51,,5.92,9.3,11.44,29.74,,,,,,,
10/17/2011,27.52,,5.92,9.3,11.45,29.74,,,,,,,
10/18/2011,27.53,,5.93,9.31,11.46,29.74,,,,,,,
10/19/2011,27.55,,5.93,9.32,11.47,29.74,,,,,,,
10/20/2011,27.56,,5.94,9.32,11.48,29.74,,,,,,,
10/21/2011,27.6,,5.94,9.32,11.48,29.74,,,,,,,
10/22/2011,27.6,,5.94,9.33,11.5,29.74,,,,,,,
10/23/2011,27.59,,5.95,9.33,11.51,29.74,,,,,,,
10/24/2011,,,5.95,9.33,11.51,29.74,,,,,,,
10/25/2011,,,5.95,9.34,11.51,29.74,,,,,,,
10/26/2011,,,5.96,9.35,11.52,29.74,,,,,,,
10/27/2011,,,5.96,9.35,11.52,29.74,,,,,,,
10/28/2011,,,5.96,9.35,11.53,29.74,,,,,,,
10/29/2011,,,5.97,9.36,11.54,29.74,,,,,,,
10/30/2011,,,5.97,9.37,11.54,29.74,,,,,,,
10/31/2011,,,5.98,9.37,11.55,29.74,,,,,,,
11/1/2011,,,5.98,9.38,11.56,29.75,,,,,,,
11/2/2011,,,5.98,9.38,11.56,29.75,,,,,,,
11/3/2011,,,5.98,9.38,11.57,29.75,,,,,,,
11/4/2011,27.57,,5.98,9.38,11.58,29.75,,,,,,,
11/5/2011,27.59,,5.99,9.39,11.59,29.75,,,,,,,
11/6/2011,27.6,,5.99,9.39,11.6,29.75,,,,,,,
11/7/2011,27.59,,6,9.39,11.6,29.75,,,,,,,
11/8/2011,27.57,,6,9.39,11.59,29.75,,,,,,,
11/9/2011,27.58,,6,9.4,11.61,29.75,,,,,,,
11/10/2011,27.6,,6,9.4,11.61,29.75,,,,,,,
11/11/2011,27.61,,6.01,9.41,11.63,29.75,,,,,,,
11/12/2011,27.62,,6.01,9.41,11.64,29.75,,,,,,,
11/13/2011,27.61,,6.02,9.42,11.63,29.75,,,,,,,
11/14/2011,27.59,,6.02,9.42,11.63,29.75,,,,,,,
11/15/2011,27.55,,6.01,9.42,11.63,29.75,,,,,,,
11/16/2011,27.58,,6.01,9.42,11.64,29.75,,,,,,,
11/17/2011,27.59,,6,9.42,11.67,29.76,,,,,,,
11/18/2011,27.6,,5.99,9.41,11.68,29.76,,,,,,,
11/19/2011,27.6,,5.99,9.41,11.67,29.76,,,,,,,
11/20/2011,27.6,,5.98,9.4,11.67,29.76,,,,,,,
11/21/2011,27.6,,5.98,9.39,11.67,29.75,,,,,,,
11/22/2011,27.6,,5.97,9.39,11.67,29.75,,,,,,,
11/23/2011,27.61,,5.97,9.39,11.68,29.76,,,,,,,
11/24/2011,27.62,,5.97,9.39,11.68,29.75,,,,,,,
11/25/2011,27.62,,5.97,9.38,11.69,29.76,,,,,,,
11/26/2011,27.62,,5.97,9.39,11.69,29.76,,,,,,,
11/27/2011,27.62,,5.98,9.39,11.7,29.76,,,,,,,
11/28/2011,27.62,,5.98,9.39,11.71,29.76,,,,,,,
11/29/2011,27.62,,5.98,9.4,11.72,29.76,,,,,,,
11/30/2011,27.61,,5.98,9.4,11.72,29.76,,,,,,,
12/1/2011,27.62,,5.99,9.41,11.73,29.76,,,,,,,
12/2/2011,27.63,,5.99,9.41,11.73,29.77,,,,,,,
12/3/2011,27.64,,6,9.42,11.73,29.77,,,,,,,
12/4/2011,27.64,,6,9.43,11.73,29.77,,,,,,,
12/5/2011,27.64,,6.01,9.43,11.74,29.77,,,,,,,
12/6/2011,27.64,,6.01,9.44,11.74,29.77,,,,,,,
12/7/2011,27.64,,6.01,9.44,11.74,29.77,,,,,,,
12/8/2011,27.66,,6.02,9.45,11.75,29.77,,,,,,,
12/9/2011,27.61,,6.02,9.45,11.76,29.77,,,,,,,
12/10/2011,27.59,,6.03,9.46,11.76,29.77,,,,,,,
12/11/2011,27.59,,6.03,9.46,11.76,29.78,,,,,,,
12/12/2011,27.6,,6.03,9.47,11.77,29.77,,,,,,,
12/13/2011,27.6,,6.03,9.47,11.77,29.78,,,,,,,
12/14/2011,27.6,,6.04,9.47,11.77,29.77,,,,,,,
12/15/2011,27.61,,6.04,9.48,11.78,29.78,,,,,,,
12/16/2011,27.62,,6.05,9.48,11.8,29.77,,,,,,,
12/17/2011,27.63,,6.05,9.49,11.78,29.78,,,,,,,
12/18/2011,27.63,,6.05,9.49,11.8,29.78,,,,,,,
12/19/2011,27.64,,6.05,9.5,11.81,29.78,,,,,,,
12/20/2011,27.65,,6.06,9.5,11.82,29.78,,,,,,,
12/21/2011,27.65,,6.06,9.5,11.82,29.78,,,,,,,
12/22/2011,27.65,,6.06,9.51,11.82,29.78,,,,,,,
12/23/2011,27.66,,6.07,9.51,11.83,29.78,,,,,,,
12/24/2011,27.68,,6.07,9.52,11.83,29.78,,,,,,,
12/25/2011,27.69,,6.07,9.52,11.83,29.79,,,,,,,
12/26/2011,27.69,,6.08,9.53,11.83,29.79,,,,,,,
12/27/2011,27.69,,6.08,9.53,11.85,29.79,,,,,,,
12/28/2011,27.69,,6.08,9.53,11.85,29.79,,,,,,,
12/29/2011,27.69,,6.08,9.54,11.85,29.79,,,,,,,
12/30/2011,27.7,,6.09,9.54,11.83,29.79,,,,,,,
12/31/2011,27.66,,6.09,9.54,11.81,29.8,,,,,,,
1/1/2012,27.6,,6.09,9.51,11.81,29.79,,,,,,,
1/2/2012,27.6,,6.09,9.47,11.81,29.79,,,,,,,
1/3/2012,27.64,,6.09,9.44,11.86,29.79,,,,,,,
1/4/2012,27.65,,6.1,9.41,11.83,29.8,,,,,,,
1/5/2012,27.65,,6.1,9.39,11.8,29.8,,,,,,,
1/6/2012,27.65,,6.1,9.37,11.8,29.8,,,,,,,
1/7/2012,27.66,,6.11,9.35,11.79,29.8,,,,,,,
1/8/2012,27.67,,6.11,9.33,11.78,29.8,,,,,,,
1/9/2012,27.66,,6.11,9.32,11.8,29.8,,,,,,,
1/10/2012,27.65,,6.12,9.31,11.8,29.8,,,,,,,
1/11/2012,27.67,,6.12,9.3,11.79,29.8,,,,,,,
